"","id","Q1","RQ1","Q2a1","Q2a2","MQ2A2_61","RQ2A2","Q2B","Q2A2_14","MQ2A2_1461","RQ2A2_14","Q3","Q3B1","Q3B2","Q3B3","Q4A01","Q4A02","Q4A03","Q4A04","Q4A05","Q4A06","Q4A07","Q4A08","Q4A09","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q4A16","Q4A17","Q5A01","Q5A02","Q5A03","Q5A04","Q5A05","Q5A06","Q5A07","Q5A08","Q5A09","Q5A10","Q5A11","Q5A12","Q5A13","Q5A14","Q5A15","Q5A16","Q5A17","KWON1","KWON2","KWON3","KWON4","KWON5","KWON6","KWON7","KWON8","총액1인TOT","총액1인MIS","C총액1인TOT","DAY평균T","DAY평균","RDAY평균","Q7","Q8","Q9","D_MON","D_BUN","D_NAT","D_SEX","D_AGE","D_MOK","D_ENT","D_PLA","D_Q1","D_TYP"
"3108",13465,8,"4회 이상",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광",NA,"자연경관 감상",NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,"제주",NA,NA,NA,NA,NA,"경상도",NA,"제주",6334.5,6334.5,"5000$ 초과- 10000$ 이하",35.1916666666667,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","중국","남성","21-30세","교육","자가격리포함","인천공항T1","4회이상","    개   별    여   행"
"3109",13473,7,"4회 이상",119,120,NA,"91일 이상","포함된 일정이다",106,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,3036.033,3036.033,"3000$ 초과- 5000$ 이하",25.300275,NA,NA,"⑤ 매우 만족","④ 대체로 그렇다","⑤ 매우 그렇다","7월","3분기","중국","남성","21-30세","교육","자가격리포함","인천공항T1","4회이상","    개   별    여   행"
"3110",13481,10,"4회 이상",299,300,NA,"91일 이상","포함된 일정이다",286,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,6939.504,6939.504,"5000$ 초과- 10000$ 이하",23.13168,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","④ 대체로 그렇다","7월","3분기","중국","남성","21-30세","교육","자가격리포함","인천공항T1","4회이상",NA
"3111",13483,1,"1회",209,210,NA,"91일 이상","포함된 일정이다",196,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,7373.223,7373.223,"5000$ 초과- 10000$ 이하",35.1105857142857,NA,NA,"⑤ 매우 만족","④ 대체로 그렇다","⑤ 매우 그렇다","7월","3분기","중국","여성","21-30세","교육","자가격리포함","인천공항T1","1회","    개   별    여   행"
"3112",13484,15,"4회 이상",29,30,30,"11~30일","포함된 일정이다",16,16,"11~30일","사업 또는 전문활동",NA,NA,NA,"식도락 관광",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,2602.314,2602.314,"2000$ 초과- 3000$ 이하",86.7438,86.7438,"50$ 초과 ~ 100$ 이하","④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","7월","3분기","중국","남성","21-30세","사업또는전문활동","자가격리포함","인천공항T1","4회이상",NA
"3113",13487,1,"1회",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","사업 또는 전문활동",NA,NA,NA,"식도락 관광",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울","경기","인천",NA,"대전",NA,NA,NA,"경북",NA,NA,NA,"부산","광주",NA,NA,NA,"서울","경기도","인천",NA,"충청도","경상도","전라도",NA,8674.38,8674.38,"5000$ 초과- 10000$ 이하",144.573,144.573,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","중국","남성","21-30세","사업또는전문활동","자가격리포함","인천공항T1","1회",NA
"3114",13493,3,"3회",210,211,NA,"91일 이상","포함된 일정이다",197,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,"뷰티/의료관광","스포츠/레포츠 관람 및 참가 비즈니스 활동","업무수행",NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,3500,3500,"3000$ 초과- 5000$ 이하",16.5876777251185,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","31-40세","사업또는전문활동","자가격리포함","인천공항T2","3회",NA
"3115",13494,1,"1회",30,31,31,"31~60일","포함된 일정이다",17,17,"11~30일","여가/위락/휴식","음식/미식 탐방","패션, 유행 등 세련된 현대 문화 체험","역사/문화유적/전통문화 체험",NA,"쇼핑",NA,"고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,"유흥/오락","뷰티/의료관광",NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울",NA,"인천",NA,NA,"경상도",NA,NA,4300,4300,"3000$ 초과- 5000$ 이하",138.709677419355,138.709677419355,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","15-20세","여가/위락/휴식","자가격리포함","인천공항T2","1회","    개   별    여   행"
"3116",13503,2,"2회",60,61,NA,"61~90일","포함된 일정이다",47,47,"31~60일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑","자연경관 감상",NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,3000,3000,"2000$ 초과- 3000$ 이하",49.1803278688525,NA,NA,"④ 대체로 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","15-20세","사업또는전문활동","자가격리포함","인천공항T2","2회",NA
"3117",13509,1,"1회",89,90,NA,"61~90일","포함된 일정이다",76,NA,"61~90일","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험",NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기","인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,"제주","서울","경기도","인천",NA,NA,"경상도",NA,"제주",1380,1380,"1000$ 초과- 2000$ 이하",15.3333333333333,NA,NA,"④ 대체로 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","인도네시아","여성","21-30세","교육","자가격리포함","인천공항T2","1회","    개   별    여   행"
"3118",13510,4,"4회 이상",180,181,NA,"91일 이상","포함된 일정이다",167,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"스포츠/레포츠 관람 및 참가 비즈니스 활동","업무수행",NA,NA,NA,"서울","경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,NA,NA,NA,NA,3000,3000,"2000$ 초과- 3000$ 이하",16.5745856353591,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","31-40세","사업또는전문활동","자가격리포함","인천공항T2","4회이상",NA
"3119",13513,2,"2회",330,331,NA,"91일 이상","포함된 일정이다",317,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,NA,NA,NA,NA,NA,"유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,"세종",NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,"충청도",NA,NA,NA,13011.57,NA,"10000$ 초과",39.3098791540786,NA,NA,"④ 대체로 만족","⑤ 매우 그렇다","④ 대체로 그렇다","7월","3분기","프랑스","남성","21-30세","교육","자가격리포함","인천공항T1","2회",NA
"3120",13522,1,"1회",90,91,NA,"91일 이상","포함된 일정이다",77,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,8000,8000,"5000$ 초과- 10000$ 이하",87.9120879120879,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","남성","21-30세","사업또는전문활동","자가격리포함","인천공항T1","1회",NA
"3121",13523,1,"1회",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,NA,NA,"드라마/영화 촬영지 방문",NA,NA,"유흥/오락","뷰티/의료관광","스포츠/레포츠 관람 및 참가 비즈니스 활동",NA,"연수/교육/연구",NA,NA,"서울","경기",NA,NA,"대전",NA,"충남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울","경기도",NA,NA,"충청도",NA,NA,NA,6939.504,6939.504,"5000$ 초과- 10000$ 이하",38.5528,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3122",13524,1,"1회",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상",NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,"유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,"대전",NA,"충남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,"충청도",NA,NA,NA,8674.38,8674.38,"5000$ 초과- 10000$ 이하",48.191,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3123",13525,1,"1회",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,NA,NA,NA,NA,NA,"유흥/오락","뷰티/의료관광",NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,"대전",NA,"충남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,"충청도",NA,NA,NA,9541.818,9541.818,"5000$ 초과- 10000$ 이하",53.0101,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3124",13526,3,"3회",100,101,NA,"91일 이상","포함된 일정이다",87,NA,"61~90일","친구/친지 방문","기타","쇼핑",NA,"식도락 관광","쇼핑",NA,NA,NA,NA,NA,NA,NA,NA,"유흥/오락","뷰티/의료관광",NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,"제주","서울",NA,NA,NA,NA,"경상도",NA,"제주",3200,3200,"3000$ 초과- 5000$ 이하",31.6831683168317,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","21-30세","친구/친지방문","자가격리포함","인천공항T1","3회",NA
"3125",13540,1,"1회",364,365,NA,"91일 이상","포함된 일정이다",351,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑",NA,"고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울",NA,NA,NA,NA,"경상도",NA,NA,60000,NA,"10000$ 초과",164.383561643836,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","남성","51-60세","사업또는전문활동","자가격리포함","인천공항T1","1회",NA
"3126",13547,1,"1회",150,151,NA,"91일 이상","포함된 일정이다",137,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광","쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람","K-POP/한류스타 관련 공연장 방문",NA,NA,"지역 축제 참여","유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,"제주","서울",NA,"인천",NA,NA,"경상도",NA,"제주",3425,3425,"3000$ 초과- 5000$ 이하",22.682119205298,NA,NA,"⑤ 매우 만족","③ 보통","⑤ 매우 그렇다","7월","3분기","러시아","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3127",13555,1,"1회",150,151,NA,"91일 이상","포함된 일정이다",137,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,"경남",NA,NA,"부산",NA,"전북",NA,"제주","서울",NA,NA,NA,NA,"경상도","전라도","제주",6900,6900,"5000$ 초과- 10000$ 이하",45.6953642384106,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3128",13562,2,"2회",21,22,22,"11~30일","포함되지 않은 일정이다",22,22,"11~30일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,"경기",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경기도",NA,NA,NA,NA,NA,NA,2000,2000,"1000$ 초과- 2000$ 이하",90.9090909090909,90.9090909090909,"50$ 초과 ~ 100$ 이하","④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","7월","3분기","미국","여성","21-30세","사업또는전문활동","자가격리미포함","인천공항T2","2회",NA
"3129",13563,1,"1회",10,11,11,"11~30일","포함되지 않은 일정이다",11,11,"11~30일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,2200,2200,"2000$ 초과- 3000$ 이하",200,200,"100$ 초과 ~ 300$ 이하","③ 보통","③ 보통","③ 보통","7월","3분기","미국","남성","41-50세","사업또는전문활동","자가격리미포함","인천공항T2","1회",NA
"3130",13577,1,"1회",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","기타",NA,NA,NA,NA,NA,NA,NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"기타","서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,2823.1,2823.1,"2000$ 초과- 3000$ 이하",47.0516666666667,47.0516666666667,"50$ 이하","④ 대체로 만족","④ 대체로 그렇다","⑤ 매우 그렇다","7월","3분기","캐나다","여성","31-40세","기타","자가격리포함","인천공항T2","1회",NA
"3131",13578,1,"1회",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","기타",NA,NA,NA,NA,NA,NA,NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"기타","서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,2823.1,2823.1,"2000$ 초과- 3000$ 이하",47.0516666666667,47.0516666666667,"50$ 이하","④ 대체로 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","캐나다","남성","41-50세","기타","자가격리포함","인천공항T2","1회",NA
"3132",13583,3,"3회",16,17,17,"11~30일","포함된 일정이다",3,3,"1~3일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",NA,NA,NA,NA,NA,3000,3000,"2000$ 초과- 3000$ 이하",176.470588235294,176.470588235294,"100$ 초과 ~ 300$ 이하","④ 대체로 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","남성","41-50세","사업또는전문활동","자가격리포함","인천공항T2","3회",NA
"3133",13584,2,"2회",16,17,17,"11~30일","포함된 일정이다",3,3,"1~3일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",NA,NA,NA,NA,NA,3000,3000,"2000$ 초과- 3000$ 이하",176.470588235294,176.470588235294,"100$ 초과 ~ 300$ 이하","④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","7월","3분기","기타","여성","41-50세","사업또는전문활동","자가격리포함","인천공항T2","2회",NA
"3134",13585,8,"4회 이상",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,"제주","서울",NA,NA,NA,NA,"경상도",NA,"제주",6000,6000,"5000$ 초과- 10000$ 이하",100,100,"50$ 초과 ~ 100$ 이하","③ 보통","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","미국","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T2","4회이상",NA
"3135",13601,1,"1회",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,"드라마/영화 촬영지 방문",NA,NA,"유흥/오락",NA,NA,NA,"연수/교육/연구",NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",NA,NA,NA,NA,NA,NA,NA,4746,4746,"3000$ 초과- 5000$ 이하",26.3666666666667,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","여성","21-30세","교육","자가격리포함","인천공항T2","1회","    개   별    여   행"
"3136",13602,50,"4회 이상",88,89,NA,"61~90일","포함된 일정이다",75,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,"강원",NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"강원도",NA,"경상도",NA,NA,11865,NA,"10000$ 초과",133.314606741573,NA,NA,"③ 보통","② 별로 그렇지 않다","② 별로 그렇지 않다","7월","3분기","기타","남성","61세이상","사업또는전문활동","자가격리포함","인천공항T2","4회이상","    개   별    여   행"
"3137",13609,10,"4회 이상",13,14,14,"11~30일","포함되지 않은 일정이다",14,14,"11~30일","사업 또는 전문활동",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,3559.5,3559.5,"3000$ 초과- 5000$ 이하",254.25,254.25,"100$ 초과 ~ 300$ 이하","⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","남성","51-60세","사업또는전문활동","자가격리미포함","인천공항T2","4회이상",NA
"3138",13612,1,"1회",140,141,NA,"91일 이상","포함된 일정이다",127,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,NA,NA,NA,NA,"대전",NA,NA,NA,NA,NA,"대구","울산","부산",NA,"전북",NA,NA,NA,NA,NA,NA,"충청도","경상도","전라도",NA,6400,6400,"5000$ 초과- 10000$ 이하",45.3900709219858,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","남성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3139",13613,3,"3회",364,365,NA,"91일 이상","포함된 일정이다",351,NA,"91일 이상","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,NA,NA,NA,NA,NA,NA,"충남",NA,"경북",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"충청도","경상도",NA,NA,12000,NA,"10000$ 초과",32.8767123287671,NA,NA,"④ 대체로 만족","④ 대체로 그렇다","④ 대체로 그렇다","7월","3분기","인도","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T1","3회",NA
"3140",13614,1,"1회",150,151,NA,"91일 이상","포함된 일정이다",137,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,"연극, 뮤지컬, 발레 등 공연 관람 및 지역 축제 참여",NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기","인천","강원",NA,NA,NA,NA,NA,NA,NA,NA,"부산",NA,NA,NA,NA,"서울","경기도","인천","강원도",NA,"경상도",NA,NA,6000,6000,"5000$ 초과- 10000$ 이하",39.7350993377483,NA,NA,"⑤ 매우 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","러시아","여성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3141",13617,1,"1회",165,166,NA,"91일 이상","포함된 일정이다",152,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문","전통문화체험","박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기","인천",NA,NA,NA,NA,NA,NA,NA,"대구",NA,"부산","광주",NA,NA,"제주","서울","경기도","인천",NA,NA,"경상도","전라도","제주",9729.3,9729.3,"5000$ 초과- 10000$ 이하",58.6102409638554,NA,NA,"⑤ 매우 만족","④ 대체로 그렇다","⑤ 매우 그렇다","7월","3분기","독일","남성","21-30세","교육","자가격리포함","인천공항T1","1회",NA
"3142",13625,1,"1회",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","사업 또는 전문활동",NA,NA,NA,NA,NA,"자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"제주","서울",NA,"인천",NA,NA,NA,NA,"제주",2966.25,2966.25,"2000$ 초과- 3000$ 이하",49.4375,49.4375,"50$ 이하","④ 대체로 만족","③ 보통","⑤ 매우 그렇다","7월","3분기","프랑스","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T2","1회",NA
"3143",13626,1,"1회",59,60,60,"31~60일","포함된 일정이다",46,46,"31~60일","사업 또는 전문활동",NA,NA,NA,NA,NA,"자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"제주","서울",NA,"인천",NA,NA,NA,NA,"제주",2966.25,2966.25,"2000$ 초과- 3000$ 이하",49.4375,49.4375,"50$ 이하","④ 대체로 만족","⑤ 매우 그렇다","③ 보통","7월","3분기","프랑스","남성","51-60세","사업또는전문활동","자가격리포함","인천공항T2","1회",NA
"3144",13627,1,"1회",179,180,NA,"91일 이상","포함된 일정이다",166,NA,"91일 이상","교육",NA,NA,NA,"식도락 관광",NA,"자연경관 감상","고궁/역사 유적지 방문",NA,"박물관, 전시관 관람",NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,"서울","경기","인천",NA,NA,NA,NA,NA,NA,NA,"대구",NA,"부산",NA,NA,NA,"제주","서울","경기도","인천",NA,NA,"경상도",NA,"제주",4746,4746,"3000$ 초과- 5000$ 이하",26.3666666666667,NA,NA,"⑤ 매우 만족","④ 대체로 그렇다","⑤ 매우 그렇다","7월","3분기","프랑스","남성","21-30세","교육","자가격리포함","인천공항T2","1회","    개   별    여   행"
"3145",13636,1,"1회",89,90,NA,"61~90일","포함된 일정이다",76,NA,"61~90일","사업 또는 전문활동",NA,NA,NA,NA,"쇼핑","자연경관 감상",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"업무수행",NA,NA,NA,"서울",NA,"인천",NA,NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,"서울",NA,"인천",NA,NA,"경상도",NA,NA,8305.5,8305.5,"5000$ 초과- 10000$ 이하",92.2833333333333,NA,NA,"④ 대체로 만족","⑤ 매우 그렇다","⑤ 매우 그렇다","7월","3분기","기타","남성","31-40세","사업또는전문활동","자가격리포함","인천공항T2","1회",NA
"3146",13641,2,"2회",364,365,NA,"91일 이상","포함된 일정이다",351,NA,"91일 이상","교육",NA,NA,NA,NA,"쇼핑","자연경관 감상","고궁/역사 유적지 방문",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"연수/교육/연구",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경남",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"경상도",NA,NA,6072.066,6072.066,"5000$ 초과- 10000$ 이하",16.635797260274,NA,NA,"④ 대체로 만족","⑤ 매우 그렇다","③ 보통","7월","3분기","중동","남성","31-40세","교육","자가격리포함","인천공항T1","2회",NA
